	r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	r51	r52	r53
613	0	0	0	0	0	0	3	0	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	-	-	-	0	0	0	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
614	-	-	-	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	-	-	-	0	0	0	0	2	2	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	-	-	-	2	0	0	-	-	-
615	0	15	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	0	0	0	2	0	2	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
616	18	0	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	2	3	0	0	0	0	0	-	-	-	2	0	0	-	-	-	2	15	0	-	-	-	0	0	2	-	-	-	0	0	0	-	-	-	0	2	0
617	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	9	0	2	0	0	2	0	0	0	0	8	0	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	10	22
618	0	0	0	0	9	3	3	7	0	-	-	-	0	0	0	0	0	2	20	29	2	2	0	0	0	8	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
619	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	2	0	0	-	-	-	2	0	2	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	-	-	-
620	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	0	0	0	2	0	2	-	-	-	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
621	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	2	0	0	-	-	-	2	0	2	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
622	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	-	-	-	2	20	2	-	-	-	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
623	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	2	0	30	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	3	0	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
624	0	0	0	0	9	0	3	7	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	0	0	0	2	0	2	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
625	0	0	0	0	9	0	3	7	0	-	-	-	15	26	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	23
626	0	0	0	0	9	0	3	7	0	-	-	-	0	27	0	0	0	2	0	0	2	0	0	0	0	8	0	2	2	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
627	0	0	0	0	0	0	3	0	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
628	0	0	0	0	9	0	3	7	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	-	-	-	2	0	2	-	-	-	0	0	2	-	-	-	-	-	-	-	-	-	0	2	0
629	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	-	-	-	2	20	2	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
630	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	-	-	-	2	0	0	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
631	0	0	0	-	-	-	-	-	-	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	2	0	0	0	0	0	2	0	2	0	0	0	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
632	0	0	0	0	9	0	3	7	0	-	-	-	16	0	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	-	-	-	2	0	0	0	0	0	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
633	0	0	0	0	9	0	3	7	0	-	-	-	0	0	0	0	0	2	0	0	2	0	0	0	0	8	0	2	0	0	-	-	-	2	0	2	0	0	0	0	0	2	-	-	-	0	0	0	2	2	2	0	2	0
634	0	0	0	-	-	-	0	2	2	2	24	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	-	-	-	0	0	2	3	0	2	0	4	0	-	-	-	0	2	0
635	0	0	0	0	9	0	3	7	0	-	-	-	-	-	-	0	0	2	0	0	2	0	0	0	-	-	-	2	0	0	-	-	-	2	0	2	-	-	-	0	0	2	-	-	-	-	-	-	2	2	2	0	2	0
636	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
637	0	0	0	0	0	0	0	2	18	0	0	0	2	0	0	2	0	2	0	0	16	0	4	0	0	2	0	2	0	0	-	-	-	0	0	0	0	11	10	0	0	2	0	0	2	-	-	-	2	0	0	0	2	0
638	0	0	0	-	-	-	0	2	0	2	0	0	2	0	0	-	-	-	0	0	0	0	0	3	0	2	0	2	19	0	0	0	0	0	0	0	-	-	-	0	0	2	0	0	2	0	0	0	2	0	0	0	2	2
639	0	0	0	0	0	0	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	3	-	-	-	0	21	0	0	4	0	0	0	2	0	0	2	0	0	0	2	0	11	2	2	0
640	3	4	0	-	-	-	0	0	0	-	-	-	14	23	0	6	0	0	0	20	0	0	14	0	0	0	0	0	2	0	-	-	-	0	3	0	-	-	-	0	0	2	0	0	0	5	0	0	0	0	0	0	2	0
641	-	-	-	0	0	0	0	2	0	2	0	0	2	28	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	22	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
642	2	0	0	0	0	0	0	2	0	2	0	0	2	29	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
643	-	-	-	0	0	0	0	2	0	2	0	0	2	28	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	-	-	-	0	22	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	-	-	-
644	-	-	-	25	26	0	0	2	7	2	0	2	-	-	-	-	-	-	0	0	0	18	26	2	0	2	8	-	-	-	0	9	0	0	0	11	0	0	4	0	0	2	-	-	-	0	0	0	2	0	0	0	2	0
645	3	4	0	-	-	-	2	3	0	0	0	0	14	23	0	0	0	0	-	-	-	0	0	0	0	0	0	-	-	-	-	-	-	0	3	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	2	0
646	0	0	0	0	0	0	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	-	-	-	0	2	0
647	-	-	-	0	0	0	0	2	0	2	0	0	2	0	0	0	0	2	0	31	0	20	23	0	0	2	0	2	0	0	-	-	-	0	22	0	0	0	0	0	0	2	0	0	2	-	-	-	-	-	-	-	-	-
648	0	0	0	0	0	0	2	2	0	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	2	0	2	0	3	-	-	-	0	21	0	-	-	-	0	0	2	3	21	2	-	-	-	2	0	11	0	2	0
